Event,Country,Athlete,Sport,Gold,Silver,Bronze
Los Angeles 1984,USA,Bruce Robert Baumgartner,Wrestling,1,0,0
Los Angeles 1984,USA,Jeremy Louis Page,Boxing,1,0,0
Los Angeles 1984,YUG,Jovica Elezovic,Handball,1,0,0
Los Angeles 1984,USA,Harriet Morris Metcalf,Rowing,1,0,0
Los Angeles 1984,USA,Torrance Watkins Fleischmann,Equestrian Eventing,1,0,0
Los Angeles 1984,YUG,Dragan Andric,Water Polo,1,0,0
Los Angeles 1984,USA,Craig Werner Buck,Volleyball,1,0,0
Los Angeles 1984,USA,Patrick Aloysius Ewing,Basketball,1,0,0
Los Angeles 1984,USA,Mary Alice Wayte,Swimming,1,0,0
Los Angeles 1984,AUS,Glyniss Leanne Nunn-Saunders-Cearns,Athletics,1,0,0
Los Angeles 1984,USA,Steve Dennis Timmons,Volleyball,1,0,0
Los Angeles 1984,ROU,Laura Cutina,Gymnastics Artistic,1,0,0
Los Angeles 1984,KOR,Weon-Kee Kim,Wrestling,1,0,0
Los Angeles 1984,ROU,Lavinia Agache,Gymnastics Artistic,1,0,0
Los Angeles 1984,PAK,Mushtaq Ahmed,Hockey,1,0,0
Los Angeles 1984,USA,Steven Edward Salmons,Volleyball,1,0,0
Los Angeles 1984,YUG,Andrija Popovic,Water Polo,1,0,0
Los Angeles 1984,USA,Sherryl Frances Howard,Athletics,1,0,0
Los Angeles 1984,JPN,Shinji Hosokawa,Judo,1,0,0
Los Angeles 1984,CHN,Jing-Yuan Yao,Weightlifting,1,0,0
Los Angeles 1984,USA,Diane Lynn Dixon,Athletics,1,0,0
Los Angeles 1984,FRA,Philippe Heberle,Shooting,1,0,0
Los Angeles 1984,USA,Richard John Carey,Swimming,1,0,0
Los Angeles 1984,USA,Pamela Denise Mcgee,Basketball,1,0,0
Los Angeles 1984,ROU,Tecla Marinescu,Canoe Sprint,1,0,0
Los Angeles 1984,ROU,Olga Homeghi-Bularda,Rowing,1,0,0
Los Angeles 1984,USA,Cathy La Ora Boswell,Basketball,1,0,0
Los Angeles 1984,NED,Aletta Van Manen,Hockey,1,0,0
Los Angeles 1984,YUG,Veselin Vukovic,Handball,1,0,0
Los Angeles 1984,MAR,Nawal El Moutawakel,Athletics,1,0,0
Los Angeles 1984,USA,Edwin Moses,Athletics,1,0,0
Los Angeles 1984,GBR,Teresa Sanderson,Athletics,1,0,0
Los Angeles 1984,USA,Barthold Wayne Conner,Gymnastics Artistic,1,0,0
Los Angeles 1984,YUG,Jasna Merdan-Kolar,Handball,1,0,0
Los Angeles 1984,NZL,Conrad Robertson,Rowing,1,0,0
Los Angeles 1984,FRG,Ekkhard Schmidt-Opper,Hockey,0,1,0
Los Angeles 1984,SWE,Roger Tallroth,Wrestling,0,1,0
Los Angeles 1984,FRG,Thomas Springel,Handball,0,1,0
Los Angeles 1984,CHN,Zhi-Qiang Xu,Gymnastics Artistic,0,1,0
Los Angeles 1984,USA,Daniel Lee Harris,Athletics,0,1,0
Los Angeles 1984,CAN,Barbara Armbrust,Rowing,0,1,0
Los Angeles 1984,BRA,Milton Cruz,Football,0,1,0
Los Angeles 1984,USA,Michael Bach,Rowing,0,1,0
Los Angeles 1984,JAM,Ray Stewart,Athletics,0,1,0
Los Angeles 1984,FRG,Arnulf Meffle,Handball,0,1,0
Los Angeles 1984,CAN,Stephen Bauer,Cycling Road,0,1,0
Los Angeles 1984,USA,Kelly Anne Mccormick,Diving,0,1,0
Los Angeles 1984,FRG,Karl-Joachim Hurter,Hockey,0,1,0
Los Angeles 1984,FRG,Martin Knosp,Wrestling,0,1,0
Los Angeles 1984,ROU,Stefan Tasnadi,Weightlifting,0,1,0
Los Angeles 1984,USA,Kirk Baptiste,Athletics,0,1,0
Los Angeles 1984,USA,Jay Glaser,Sailing,0,1,0
Los Angeles 1984,USA,Joseph Michael Vargas,Water Polo,0,1,0
Los Angeles 1984,ROU,Monika Weber-Koszto,Fencing,0,1,0
Los Angeles 1984,BRA,"Francisco Carlos ""Chicão"" Martins Vidal",Football,0,1,0
Los Angeles 1984,USA,Kimberly Grace Ruddins,Volleyball,0,1,0
Los Angeles 1984,CAN,Kelly Kryczka,Synchronized Swimming,0,1,0
Los Angeles 1984,FRG,Rainer Henkel,Swimming,0,1,0
Los Angeles 1984,SUI,Daniel Nipkow,Shooting,0,1,0
Los Angeles 1984,CHN,Yue-Jiu Li,Gymnastics Artistic,0,1,0
Los Angeles 1984,CAN,Marilyn Brain,Rowing,0,1,0
Los Angeles 1984,FRG,Dirk Brinkmann,Hockey,0,1,0
Los Angeles 1984,FRG,Andreas Thiel,Handball,0,1,0
Los Angeles 1984,SWE,Björne Väggö,Fencing,0,1,0
Los Angeles 1984,JAM,Gregory Meghoo,Athletics,0,1,0
Los Angeles 1984,USA,Gregory T. Springer,Rowing,0,1,0
Los Angeles 1984,AUS,Robert Kabbas,Weightlifting,0,1,0
Los Angeles 1984,AUS,Gary Gullock,Rowing,0,1,0
Los Angeles 1984,USA,Amy Lee White,Swimming,0,1,0
Los Angeles 1984,SWE,Susanne Wiberg-Gunnarsson,Canoe Sprint,0,1,0
Los Angeles 1984,KOR,Hwa-Soon Kim,Basketball,0,1,0
Los Angeles 1984,ROU,Valy Ionescu,Athletics,0,1,0
Los Angeles 1984,BRA,Bernardo Rocha De Rezende,Volleyball,0,1,0
Los Angeles 1984,SUI,Richard Trinkler,Cycling Road,0,1,0
Los Angeles 1984,ESP,Juan Antonio San Epifanio Ruiz,Basketball,0,1,0
Los Angeles 1984,ROU,Elisabeta Guzganu-Tufan,Fencing,0,1,0
Los Angeles 1984,BEL,Dirk Crois,Rowing,0,1,0
Los Angeles 1984,USA,Rose Mary Magers,Volleyball,0,1,0
Los Angeles 1984,JPN,Takashi Irie,Wrestling,0,1,0
Los Angeles 1984,NED,Greet Hellemans,Rowing,0,1,0
Los Angeles 1984,SWE,Ragnar Skanåker,Shooting,0,1,0
Los Angeles 1984,ITA,Ezio Gamba,Judo,0,1,0
Los Angeles 1984,ESP,Fernando Climent Huerta,Rowing,0,1,0
Los Angeles 1984,GBR,Garry Peter Cook,Athletics,0,1,0
Los Angeles 1984,NGR,Peter Konyegwachie,Boxing,0,1,0
Los Angeles 1984,ESP,Luis Maria Lasurtegui Berridi,Rowing,0,1,0
Los Angeles 1984,USA,Tracee Ann Talavera,Gymnastics Artistic,0,1,0
Los Angeles 1984,AUS,Gregory Fasala,Swimming,0,1,0
Los Angeles 1984,USA,Paula Jo Weishoff,Volleyball,0,1,0
Los Angeles 1984,USA,Joan Louise Lind,Rowing,0,1,0
Los Angeles 1984,USA,Edward Ashley Ives,Rowing,0,1,0
Los Angeles 1984,USA,Andrew Hancock Sudduth,Rowing,0,1,0
Los Angeles 1984,FRG,Klaus Reichert,Fencing,0,1,0
Los Angeles 1984,GBR,Sarah Hardcastle,Swimming,0,1,0
Los Angeles 1984,FRG,Erhard Wunderlich,Handball,0,1,0
Los Angeles 1984,FRG,Sigrid Landgraf,Hockey,0,1,0
Los Angeles 1984,COL,Helmut Bellingrodt,Shooting,0,1,0
Los Angeles 1984,CAN,Alexandra Barre,Canoe Sprint,0,1,0
Los Angeles 1984,GBR,Ian Stark,Equestrian Eventing,0,1,0
Los Angeles 1984,GBR,Michael Mcleod,Athletics,0,1,0
Los Angeles 1984,BRA,Ricardo Prado,Swimming,0,1,0
Los Angeles 1984,USA,Randal Scott Steele,Sailing,0,1,0
Los Angeles 1984,FRG,Thomas Happe,Handball,0,1,0
Los Angeles 1984,ROU,Corneliu Ion,Shooting,0,1,0
Los Angeles 1984,GRE,Demetrios Thanopoulos,Wrestling,0,1,0
Los Angeles 1984,USA,Judith Lynne Brown,Athletics,0,1,0
Los Angeles 1984,FRG,Andreas Keller,Hockey,0,1,0
Los Angeles 1984,DEN,Anne Grethe Jensen-Tornblad,Equestrian Dressage,0,1,0
Los Angeles 1984,BRA,Luiz Carlos Winck,Football,0,1,0
Los Angeles 1984,SWE,Kent-Olle Johansson,Wrestling,0,1,0
Los Angeles 1984,GBR,Lucinda Prior-Palmer-Green,Equestrian Eventing,0,1,0
Los Angeles 1984,USA,Hans Christopher Steinfeld,Sailing,0,1,0
Los Angeles 1984,FRG,Svenja Schlicht,Swimming,0,1,0
Los Angeles 1984,CHN,Ling-Juan Li,Archery,0,1,0
Los Angeles 1984,FRA,Herve Granger-Veyron,Fencing,0,1,0
Los Angeles 1984,ESP,Juan Antonio Corbalan Alfocer,Basketball,0,1,0
Los Angeles 1984,FRG,Birgit Hahn,Hockey,0,1,0
Los Angeles 1984,ROU,Aurora Dan,Fencing,0,1,0
Los Angeles 1984,KOR,Myung-Hee Jeong,Basketball,0,1,0
Los Angeles 1984,BRA,Ronaldo Moraes Da Silva,Football,0,1,0
Los Angeles 1984,BRA,"João ""Kita"" Leithardt Neto",Football,0,1,0
Los Angeles 1984,KOR,Hyung-Sook Lee,Basketball,0,1,0
Los Angeles 1984,AUS,Timothy Mclaren,Rowing,0,1,0
Los Angeles 1984,USA,Anne R. Marden,Rowing,0,1,0
Los Angeles 1984,PUR,Luis F. Ortiz,Boxing,0,1,0
Los Angeles 1984,USA,John Cary Mykkanen,Swimming,0,1,0
Los Angeles 1984,JPN,Hideyuki Nagashima,Wrestling,0,1,0
Los Angeles 1984,USA,John Joseph Bertrand,Sailing,0,1,0
Los Angeles 1984,FRG,Thomas Werner Reck,Hockey,0,1,0
Los Angeles 1984,CAN,Jacques Demers,Weightlifting,0,1,0
Los Angeles 1984,CAN,France Gareau,Athletics,0,1,0
Los Angeles 1984,USA,Barry Alan Davis,Wrestling,0,1,0
Los Angeles 1984,USA,Cynthia Lee Woodhead,Swimming,0,1,0
Los Angeles 1984,USA,Gary Lee Figueroa,Water Polo,0,1,0
Los Angeles 1984,FRG,Jurgen Hingsen,Athletics,0,1,0
Los Angeles 1984,FRG,Christina Moser,Hockey,0,1,0
Los Angeles 1984,CAN,Angela Schneider,Rowing,0,1,0
Los Angeles 1984,USA,Virginia Marie Gilder,Rowing,0,1,0
Los Angeles 1984,USA,Brent Robert Emery,Cycling Track,0,1,0
Los Angeles 1984,CHN,Pei-Shun Zhou,Weightlifting,0,1,0
Los Angeles 1984,FRA,Pierre Guichot,Fencing,0,1,0
Los Angeles 1984,JPN,Nobuyuki Kajitani,Gymnastics Artistic,0,1,0
Los Angeles 1984,ROU,Dumitru Raducanu,Rowing,0,1,0
Los Angeles 1984,FRG,Michael Marcour,Sailing,0,1,0
Los Angeles 1984,GBR,Steven Smith,Equestrian Jumping,0,1,0
Los Angeles 1984,USA,Bruce Bernard Ibbetson,Rowing,0,1,0
Los Angeles 1984,FRG,Horst-Ulrich Hanel,Hockey,0,1,0
Los Angeles 1984,FRG,Corinna Lingnau,Hockey,0,1,0
Los Angeles 1984,FRG,Ulrich Roth,Handball,0,1,0
Los Angeles 1984,ESP,Juan Manuel López,Basketball,0,1,0
Los Angeles 1984,AUS,Suzanne Landells,Swimming,0,1,0
Los Angeles 1984,CIV,Gabriel Tiacoh,Athletics,0,1,0
Los Angeles 1984,USA,Mike Conley,Athletics,0,1,0
Los Angeles 1984,CAN,Lesley Thompson-Willie,Rowing,0,1,0
Los Angeles 1984,USA,Walter Harry Jr. Lubsen,Rowing,0,1,0
Los Angeles 1984,USA,Fred Borchelt,Rowing,0,1,0
Los Angeles 1984,BRA,"Antônio Carlos ""Badalhoca"" Gueiros Ribeiro",Volleyball,0,1,0
Los Angeles 1984,USA,Gregory P. Gibson,Wrestling,0,1,0
Los Angeles 1984,FRG,Patricia Ott,Hockey,0,1,0
Los Angeles 1984,IRL,John Treacy,Athletics,0,1,0
Los Angeles 1984,SUI,Christine Stuckelberger,Equestrian Dressage,0,1,0
Los Angeles 1984,USA,Craig Martin Wilson,Water Polo,0,1,0
Los Angeles 1984,EGY,Mohamed Rashwan,Judo,0,1,0
Los Angeles 1984,FRG,Matthias Gey,Fencing,0,1,0
Los Angeles 1984,FRA,Michel Salesse,Fencing,0,1,0
Los Angeles 1984,FRG,Stefan Blöcher,Hockey,0,1,0
Los Angeles 1984,USA,Michael Scott Tully,Athletics,0,1,0
Los Angeles 1984,FRA,Philippe Delrieu,Fencing,0,1,0
Los Angeles 1984,GBR,Wendy Sly,Athletics,0,1,0
Los Angeles 1984,DEN,Ole Riber Rasmussen,Shooting,0,1,0
Los Angeles 1984,BRA,Domingos Domingos Maracanã,Volleyball,0,1,0
Los Angeles 1984,FRA,Philippe Riboud,Fencing,0,1,0
Los Angeles 1984,FRG,Joachim Griese,Sailing,0,1,0
Los Angeles 1984,USA,Michael Earle Storm,Modern Pentathlon,0,1,0
Los Angeles 1984,FRG,Markku Slawyk,Hockey,0,1,0
Los Angeles 1984,FRG,Michael Paul,Handball,0,1,0
Los Angeles 1984,FRG,Reinhard Krull,Hockey,0,1,0
Los Angeles 1984,KOR,Jeong-A Seong,Basketball,0,1,0
Los Angeles 1984,USA,Robert Lee Berland,Judo,0,1,0
Los Angeles 1984,ROU,Lucia Sauca,Rowing,0,1,0
Los Angeles 1984,SWE,Thomas Ohlsson,Canoe Sprint,0,1,0
Los Angeles 1984,USA,Michael D'Andrea Carter,Athletics,0,1,0
Los Angeles 1984,GBR,Diana Clapham,Equestrian Eventing,0,1,0
Los Angeles 1984,CAN,Michael West,Swimming,0,1,0
Los Angeles 1984,FRG,Klaus Woller,Handball,0,1,0
Los Angeles 1984,NED,Annemarie Verstappen,Swimming,0,1,0
Los Angeles 1984,USA,Jonathan S. Smith,Rowing,0,1,0
Los Angeles 1984,GBR,John Whitaker,Equestrian Jumping,0,1,0
Los Angeles 1984,FIN,Kristiina Lillak,Athletics,0,1,0
Los Angeles 1984,USA,Gregory Foster,Athletics,0,1,0
Los Angeles 1984,BRA,Daniel Adler,Sailing,0,1,0
Los Angeles 1984,BRA,"Jorge Luiz ""Pinga"" Da Silva Brum",Football,0,1,0
Los Angeles 1984,FRG,Michael Roth,Handball,0,1,0
Los Angeles 1984,JPN,Masaki Eto,Wrestling,0,1,0
Los Angeles 1984,KOR,Young-Su An,Boxing,0,1,0
Los Angeles 1984,BRA,Amauri Ribeiro,Volleyball,0,1,0
Los Angeles 1984,USA,Carolyn Marie Becker,Volleyball,0,1,0
Los Angeles 1984,ITA,Francesco Damiani,Boxing,0,1,0
Los Angeles 1984,USA,Ruby Ellen Fox,Shooting,0,1,0
Los Angeles 1984,KOR,Chan-Sook Park,Basketball,0,1,0
Los Angeles 1984,ITA,Edith Gufler,Shooting,0,1,0
Los Angeles 1984,USA,Thomas Nisbit Kiefer,Rowing,0,1,0
Los Angeles 1984,FRG,Ulrike Holmer,Shooting,0,1,0
Los Angeles 1984,FRA,Jean-Michel Henry,Fencing,0,1,0
Los Angeles 1984,USA,Randy Smyth,Sailing,0,1,0
Los Angeles 1984,FRG,Uwe Messerschmidt,Cycling Track,0,1,0
Los Angeles 1984,FRG,Ina Beyermann,Swimming,0,1,0
Los Angeles 1984,FRA,Bernard Bregeon,Canoe Sprint,0,1,0
Los Angeles 1984,KOR,Kyung-Hee Choi,Basketball,0,1,0
Los Angeles 1984,SUI,Amy Catherine De Bary,Equestrian Dressage,0,1,0
Los Angeles 1984,BEL,Pierre Marie Deloof,Rowing,0,1,0
Los Angeles 1984,USA,Kelly Anne Rickon,Rowing,0,1,0
Los Angeles 1984,BRA,Paulo Santos,Football,0,1,0
Los Angeles 1984,USA,Leonard Harvey Nitz,Cycling Track,0,1,0
Los Angeles 1984,FRG,Birgit Hagen,Hockey,0,1,0
Los Angeles 1984,FRG,Gabriele Marion Appel,Hockey,0,1,0
Los Angeles 1984,JAM,Donald Quarrie,Athletics,0,1,0
Los Angeles 1984,ROU,Petre Dumitru,Weightlifting,0,1,0
Los Angeles 1984,PER,Francisco Boza,Shooting,0,1,0
Los Angeles 1984,FRA,Angelo Parisi,Judo,0,1,0
Los Angeles 1984,SUI,Laurent Vial,Cycling Road,0,1,0
Los Angeles 1984,ROU,Gelu Radu,Weightlifting,0,1,0
Los Angeles 1984,BRA,Douglas Vieira,Judo,0,1,0
Los Angeles 1984,GBR,Todd Anthony Bennett,Athletics,0,1,0
Los Angeles 1984,BRA,Marcus Vinícius Simões Freire,Volleyball,0,1,0
Los Angeles 1984,CAN,Charmaine Crooks,Athletics,0,1,0
Los Angeles 1984,SUI,Alfred Achermann,Cycling Road,0,1,0
Los Angeles 1984,USA,Jon Howard Svendsen,Water Polo,0,1,0
Los Angeles 1984,ESP,Juan Domingo De La Cruz Fermanelli,Basketball,0,1,0
Los Angeles 1984,FRG,Dagmar Breiken-Bremer,Hockey,0,1,0
Los Angeles 1984,GBR,Philip Andrew Brown,Athletics,0,1,0
Los Angeles 1984,BRA,André Luís Dos Santos Ferreira,Football,0,1,0
Los Angeles 1984,KOR,Su-Gyeong Yun,Handball,0,1,0
Los Angeles 1984,USA,David Mills Grylls,Cycling Track,0,1,0
Los Angeles 1984,FRG,Markus Scherer,Wrestling,0,1,0
Los Angeles 1984,FRG,Rudiger Neitzel,Handball,0,1,0
Los Angeles 1984,NZL,Kevin Barry,Boxing,0,1,0
Los Angeles 1984,ESP,Jose Manuel Beiran Lozano,Basketball,0,1,0
Los Angeles 1984,FRA,Patrick Lefoulon,Canoe Sprint,0,1,0
Los Angeles 1984,KOR,Hyoi-Soon Jeong,Handball,0,1,0
Los Angeles 1984,FRG,Heiner Dopp,Hockey,0,1,0
Los Angeles 1984,KOR,Kyung-Soon Kim,Handball,0,1,0
Los Angeles 1984,USA,Kathy Johnson,Gymnastics Artistic,0,1,0
Los Angeles 1984,FRG,Dirk Rauin,Handball,0,1,0
Los Angeles 1984,ROU,Marcela Moldovan-Zsak,Fencing,0,1,0
Los Angeles 1984,NED,Elles Voskes,Swimming,0,1,0
Los Angeles 1984,FRG,Thomas Gunst,Hockey,0,1,0
Los Angeles 1984,SWE,Eva Karlsson,Canoe Sprint,0,1,0
Los Angeles 1984,ROU,Ilie Matei,Wrestling,0,1,0
Los Angeles 1984,USA,Malcolm Maurice Wilkins,Athletics,0,1,0
Los Angeles 1984,USA,Virgil Eugene Hill,Boxing,0,1,0
Los Angeles 1984,KOR,Mi-Ja Lee,Basketball,0,1,0
Los Angeles 1984,FRG,Martina Koch-Hallmen,Hockey,0,1,0
Los Angeles 1984,CAN,Evert Bastet,Sailing,0,1,0
Los Angeles 1984,USA,Robert Gregory Losey,Modern Pentathlon,0,1,0
Los Angeles 1984,FRG,Harald Hein,Fencing,0,1,0
Los Angeles 1984,FRG,Rolf Golz,Cycling Track,0,1,0
Los Angeles 1984,KOR,Young-Hee Kim,Basketball,0,1,0
Los Angeles 1984,SWE,Tommy Karls,Canoe Sprint,0,1,0
Los Angeles 1984,USA,Michele Mitchell,Diving,0,1,0
Los Angeles 1984,ROU,Marioara Trasca,Rowing,0,1,0
Los Angeles 1984,FRG,Andrea Weiermann-Lietz,Hockey,0,1,0
Los Angeles 1984,KOR,Jae-Yup Kim,Judo,0,1,0
Los Angeles 1984,YUG,Redzep Redzepovski,Boxing,0,1,0
Los Angeles 1984,SUI,Otto Josef Hofer,Equestrian Dressage,0,1,0
Los Angeles 1984,USA,Stephen Delancey Benjamin,Sailing,0,1,0
Los Angeles 1984,KOR,Hwa-Soo Han,Handball,0,1,0
Los Angeles 1984,FRG,Hella Roth,Hockey,0,1,0
Los Angeles 1984,USA,Deborah Green,Volleyball,0,1,0
Los Angeles 1984,CAN,Willie Dewit,Boxing,0,1,0
Los Angeles 1984,USA,Flora Jean Hyman,Volleyball,0,1,0
Los Angeles 1984,USA,Florence Griffith-Joyner,Athletics,0,1,0
Los Angeles 1984,CHN,Run-Ming Lai,Weightlifting,0,1,0
Los Angeles 1984,ESP,Jose Maria Margall Tauler,Basketball,0,1,0
Los Angeles 1984,USA,Susan Jean Woodstra,Volleyball,0,1,0
Los Angeles 1984,AUS,Marcus Stockwell,Swimming,0,1,0
Los Angeles 1984,ROU,Mihaela Loghin,Athletics,0,1,0
Los Angeles 1984,USA,Dean William Glenesk,Modern Pentathlon,0,1,0
Los Angeles 1984,NOR,Grete Waitz-Andersen,Athletics,0,1,0
Los Angeles 1984,FRG,Ute Hasse,Swimming,0,1,0
Los Angeles 1984,USA,Rita Louise Crockett,Volleyball,0,1,0
Los Angeles 1984,USA,Jodocus David Campbell,Water Polo,0,1,0
Los Angeles 1984,USA,Julie J. Vollertsen,Volleyball,0,1,0
Los Angeles 1984,ITA,Sara Simeoni,Athletics,0,1,0
Los Angeles 1984,KOR,Eun-Sook Kim,Basketball,0,1,0
Los Angeles 1984,AUS,Anthony Lovrich,Rowing,0,1,0
Los Angeles 1984,CAN,Angela Bailey,Athletics,0,1,0
Los Angeles 1984,USA,Charlotte Mosher Geer,Rowing,0,1,0
Los Angeles 1984,NED,Nicolette Hellemans,Rowing,0,1,0
Los Angeles 1984,FRG,Barbara Pohlmann-Lewe,Canoe Sprint,0,1,0
Los Angeles 1984,USA,Alan Michael Forney,Rowing,0,1,0
Los Angeles 1984,USA,Mario Martinez,Weightlifting,0,1,0
Los Angeles 1984,ROU,Andrei Socaci,Weightlifting,0,1,0
Los Angeles 1984,BRA,Ronaldo Senfft,Sailing,0,1,0
Los Angeles 1984,FRG,Jochen Fraatz,Handball,0,1,0
Los Angeles 1984,SYR,Joseph Atiyeh,Wrestling,0,1,0
Los Angeles 1984,USA,Lisa Diane Rohde,Rowing,0,1,0
Los Angeles 1984,USA,George Peter Campbell,Water Polo,0,1,0
Los Angeles 1984,CHN,Xiao-Ping Li,Gymnastics Artistic,0,1,0
Los Angeles 1984,ESP,Fernando Arcega Aperte,Basketball,0,1,0
Los Angeles 1984,JAM,Albert Lawrence,Athletics,0,1,0
Los Angeles 1984,USA,Robert C. Jaugstetter,Rowing,0,1,0
Los Angeles 1984,CAN,Elizabeth Craig,Rowing,0,1,0
Los Angeles 1984,FRG,Dirk Korthals,Swimming,0,1,0
Los Angeles 1984,AUS,Paul Reedy,Rowing,0,1,0
Los Angeles 1984,CAN,Marita Payne-Wiggins,Athletics,0,1,0
Los Angeles 1984,CAN,Robert Molle,Wrestling,0,1,0
Los Angeles 1984,AUS,Gary Honey,Athletics,0,1,0
Los Angeles 1984,GBR,Michael Whitaker,Equestrian Jumping,0,1,0
Los Angeles 1984,THA,Dhawee Umponmaha,Boxing,0,1,0
Los Angeles 1984,NED,Wilma Van Velsen,Swimming,0,1,0
Los Angeles 1984,CAN,Curtis Harnett,Cycling Track,0,1,0
Los Angeles 1984,BRA,Torben Grael,Sailing,0,1,0
Los Angeles 1984,BRA,William William,Volleyball,0,1,0
Los Angeles 1984,ITA,Salvatore Todisco,Boxing,0,1,0
Los Angeles 1984,USA,Andrew J. Mcdonald,Water Polo,0,1,0
Los Angeles 1984,BRA,"David ""Davi"" Cortes Da Silva",Football,0,1,0
Los Angeles 1984,FRA,Franck Ducheix,Fencing,0,1,0
Los Angeles 1984,MEX,Hector Lopez,Boxing,0,1,0
Los Angeles 1984,CAN,Sharon Hambrook,Synchronized Swimming,0,1,0
Los Angeles 1984,NED,Conny Van Bentum,Swimming,0,1,0
Los Angeles 1984,USA,Christopher Gore Penny,Rowing,0,1,0
Los Angeles 1984,DEN,Henning Lynge Jakobsen,Canoe Sprint,0,1,0
Los Angeles 1984,FRG,Alexander Schowtka,Swimming,0,1,0
Los Angeles 1984,USA,Nelson Beasley Vails,Cycling Track,0,1,0
Los Angeles 1984,KOR,Aei-Young Choi,Basketball,0,1,0
Los Angeles 1984,USA,John O'Connell Siman,Water Polo,0,1,0
Los Angeles 1984,ESP,Jose Luis Llorente Gento,Basketball,0,1,0
Los Angeles 1984,ESP,Fernando Romay Pereiro,Basketball,0,1,0
Los Angeles 1984,KOR,Jun-Oh Hwang,Judo,0,1,0
Los Angeles 1984,BRA,Renan Dal Zotto,Volleyball,0,1,0
Los Angeles 1984,FRA,Michel Bury,Shooting,0,1,0
Los Angeles 1984,BRA,Bernard Rajzman,Volleyball,0,1,0
Los Angeles 1984,GBR,Neil Adams,Judo,0,1,0
Los Angeles 1984,USA,R.Patrick Mcdonough,Cycling Track,0,1,0
Los Angeles 1984,KOR,Gyeong-Hwa Seong,Handball,0,1,0
Los Angeles 1984,GBR,Stephen Cram,Athletics,0,1,0
Los Angeles 1984,CHN,Liang-De Tan,Diving,0,1,0
Los Angeles 1984,BRA,"Carlos Caetano ""Dunga"" Bledorn Verri",Football,0,1,0
Los Angeles 1984,SWE,Patrick Sjöberg,Athletics,0,1,0
Los Angeles 1984,ROU,Doina Staiculescu,Gymnastics Rhythmic,0,1,0
Los Angeles 1984,ROU,Doina Liliana Snep,Rowing,0,1,0
Los Angeles 1984,ESP,Fernando Martin Espina,Basketball,0,1,0
Los Angeles 1984,USA,Rebecca Lynne Twigg,Cycling Road,0,1,0
Los Angeles 1984,FRA,Frederic Delcourt,Swimming,0,1,0
Los Angeles 1984,FRG,Siegfried Roch,Handball,0,1,0
Los Angeles 1984,USA,Timothy Andrew Shaw,Water Polo,0,1,0
Los Angeles 1984,FRG,Peter-Michael Kolbe,Rowing,0,1,0
Los Angeles 1984,BRA,"Fernando ""Fernandão"" Roscio De Ávila",Volleyball,0,1,0
Los Angeles 1984,CAN,Molly Killingbeck,Athletics,0,1,0
Los Angeles 1984,KOR,Mi-Suk Kim,Handball,0,1,0
Los Angeles 1984,BRA,Gilmar Luís Rinaldi,Football,0,1,0
Los Angeles 1984,KOR,Choon-Rye Kim,Handball,0,1,0
Los Angeles 1984,JAM,Norman Edwards,Athletics,0,1,0
Los Angeles 1984,FRG,Martin Schwalb,Handball,0,1,0
Los Angeles 1984,SWE,Per-Inge Bengtsson,Canoe Sprint,0,1,0
Los Angeles 1984,KOR,Mi-Na Son,Handball,0,1,0
Los Angeles 1984,FRG,Matthias Behr,Fencing,0,1,0
Los Angeles 1984,KOR,Ok-Hwa Kim,Handball,0,1,0
Los Angeles 1984,MEX,Daniel Aceves,Wrestling,0,1,0
Los Angeles 1984,ESP,Andres Jimenez Fernandez,Basketball,0,1,0
Los Angeles 1984,USA,Laura Jean Flachmeier,Volleyball,0,1,0
Los Angeles 1984,GBR,Shirley Strong,Athletics,0,1,0
Los Angeles 1984,USA,Andrew Roland Rein,Wrestling,0,1,0
Los Angeles 1984,KOR,Soon-Bok Jeong,Handball,0,1,0
Los Angeles 1984,GBR,Virginia Holgate-Leng,Equestrian Eventing,0,1,0
Los Angeles 1984,FRG,Carsten Fischer,Hockey,0,1,0
Los Angeles 1984,BRA,Mario Xandó,Volleyball,0,1,0
Los Angeles 1984,USA,Christopher Taylor Dorst,Water Polo,0,1,0
Los Angeles 1984,AUS,Karen Phillips,Swimming,0,1,0
Los Angeles 1984,FRG,Beate Deininger,Hockey,0,1,0
Los Angeles 1984,GBR,David Ottley,Athletics,0,1,0
Los Angeles 1984,CAN,Shawn O'Sullivan,Boxing,0,1,0
Los Angeles 1984,ROU,Rozalia Oros,Fencing,0,1,0
Los Angeles 1984,USA,Bruce D. Kimball,Diving,0,1,0
Los Angeles 1984,FRG,Volker Fried,Hockey,0,1,0
Los Angeles 1984,USA,Charles Elmer Iii. Clapp,Rowing,0,1,0
Los Angeles 1984,ROU,Vasile Tomoiaga,Rowing,0,1,0
Los Angeles 1984,FRG,Susanne Leonie Schmid,Hockey,0,1,0
Los Angeles 1984,FRG,Karin Seick,Swimming,0,1,0
Los Angeles 1984,NED,Desi Reijers,Swimming,0,1,0
Los Angeles 1984,USA,Philip William Stekl,Rowing,0,1,0
Los Angeles 1984,AUS,Michael Delany,Swimming,0,1,0
Los Angeles 1984,GBR,Timothy Grubb,Equestrian Jumping,0,1,0
Los Angeles 1984,CAN,Angella Taylor-Issajenko,Athletics,0,1,0
Los Angeles 1984,BRA,"Silvio ""Silvinho"" Paiva",Football,0,1,0
